bid,p_win,p_win_pct,p_win_pct_mc_se,mean_if_win,conditional_surplus_v1500,unconditional_utility_v1500,utility_v1500_mc_se,relative_utility
75.13,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
75.38,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
75.63,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
75.88,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
76.13,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
76.38,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
76.63,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
76.88,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
77.13,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
77.38,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
77.63,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
77.88,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
78.13,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
78.38,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
78.63,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
78.88,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
79.13,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
79.38,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
79.63,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
79.88,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
80.13,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
80.38,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
80.63,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
80.88,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
81.13,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
81.38,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
81.63,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
81.88,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
82.13,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
82.38,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
82.63,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
82.88,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
83.13,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
83.38,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
83.63,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
83.88,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
84.13,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
84.38,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
84.63,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
84.88,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
85.13,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
85.38,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
85.63,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
85.88,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
86.13,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
86.38,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
86.63,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
86.88,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
87.13,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
87.38,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
87.63,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
